album_artist,album,track,title,artist,duration,catalog_date
J Rawls,The Liquid Crystal Project,08,So Fly,J. Rawls,289.251200,2019-08-18
J Rawls,The Liquid Crystal Project,10,A Tribute to Bobby,J. Rawls,338.931200,2019-08-18
J Rawls,The Essence of J. Rawls,02,Superhero (feat. Mass Influence),J. Rawls,205.008980,2019-08-18
J Rawls,The Essence of J. Rawls,13,They Can't See Me,J. Rawls,237.635918,2019-08-18
J Rawls,The Essence of J. Rawls,09,Far Away (feat. Apani B. Fly & Mr. Complex),J. Rawls,276.192653,2019-08-18
J Rawls,The Essence of J. Rawls,04,Elegy (feat. Rubix),J. Rawls,235.206531,2019-08-18
J Rawls,The Essence of J. Rawls,03,Birds of a Feather (feat. Top Emcees),J. Rawls,318.720000,2019-08-18
J Rawls,The Essence of J. Rawls,06,Meniscus (feat. Dose One & Fat Jon),J. Rawls,309.942857,2019-08-18
J Rawls,The Essence of J. Rawls,07,Blue #2 (feat. Home Skill & Charles Cooper),J. Rawls,234.004898,2019-08-18
J Rawls,The Essence of J. Rawls,08,Cold Turkey (feat. Capital D & Mr. GreenWeedz),J. Rawls,246.726531,2019-08-18
J Rawls,The Essence of J. Rawls,10,Lone Catalysts (remix) (feat. Lone Catalysts),J. Rawls,245.289796,2019-08-18
J Rawls,The Essence of J. Rawls,12,Nommo (feat. Asheru & J-Live),J. Rawls,232.280816,2019-08-18
J Rawls,The Essence of J. Rawls,01,What You Want Is?,J. Rawls,90.723265,2019-08-18
J Rawls,The Essence of J. Rawls,14,Blue #2 (reprise) (feat. Charles Cooper),J. Rawls,231.523265,2019-08-18
J Rawls,The Essence of J. Rawls,11,Check the Clock (feat. J. Sands & Grap Luva),J. Rawls,255.895510,2019-08-18
J Rawls,The Essence of J. Rawls,05,Great Live Caper (feat. J-Live),J. Rawls,296.933878,2019-08-18
3582 (Fat Jon & J. Rawls),Situational Ethics,06,I Would Change,3582 (Fat Jon & J. Rawls),274.706875,2019-08-18
3582 (Fat Jon & J. Rawls),Situational Ethics,05,Take It To The Face,3582 (Fat Jon & J. Rawls),284.633425,2019-08-18
3582 (Fat Jon & J. Rawls),Situational Ethics,11,Bad As They Come (Remix),3582 (Fat Jon & J. Rawls),247.957500,2019-08-18
3582 (Fat Jon & J. Rawls),Situational Ethics,10,The E (Remix),3582 (Fat Jon & J. Rawls),224.133825,2019-08-18
3582 (Fat Jon & J. Rawls),Situational Ethics,01,Intro,3582 (Fat Jon & J. Rawls),38.272600,2019-08-18
3582 (Fat Jon & J. Rawls),Situational Ethics,07,Bad As They Come,3582 (Fat Jon & J. Rawls),262.742800,2019-08-18
3582 (Fat Jon & J. Rawls),Situational Ethics,08,Vanessa From Venezuela,3582 (Fat Jon & J. Rawls),186.543625,2019-08-18
3582 (Fat Jon & J. Rawls),Situational Ethics,04,Loser Type,3582 (Fat Jon & J. Rawls),212.822800,2019-08-18
3582 (Fat Jon & J. Rawls),Situational Ethics,02,The E,3582 (Fat Jon & J. Rawls),240.930550,2019-08-18
3582 (Fat Jon & J. Rawls),Situational Ethics,09,Outro,3582 (Fat Jon & J. Rawls),419.790975,2019-08-18
3582 (Fat Jon & J. Rawls),Situational Ethics,03,Look At You,3582 (Fat Jon & J. Rawls),280.244850,2019-08-18
J Rawls,The Liquid Crystal Project II,05,Loran's Dance Redux (Pushitalong),J. Rawls,227.552653,2019-08-18
J Rawls,The Liquid Crystal Project II,04,Rob's Gem,J. Rawls,226.063673,2019-08-18
J Rawls,The Liquid Crystal Project II,08,Me & Cousin,J. Rawls,271.725714,2019-08-18
J Rawls,The Liquid Crystal Project II,07,Joshy's Gem (interlude),J. Rawls,63.059592,2019-08-18
J Rawls,The Liquid Crystal Project II,13,Hebejeebees,J. Rawls,249.051429,2019-08-18
J Rawls,The Liquid Crystal Project II,17,The 6th Minute,J. Rawls,362.527347,2019-08-18
J Rawls,The Liquid Crystal Project II,02,A Tribute to the Beatnuts,J. Rawls,227.970612,2019-08-18
J Rawls,The Liquid Crystal Project II,12,Bongosss (interlude),J. Rawls,112.378776,2019-08-18
J Rawls,The Liquid Crystal Project II,16,Yinde's Gem (interlude),J. Rawls,88.790204,2019-08-18
J Rawls,The Liquid Crystal Project II,06,A Tribute to the Beatminerz,J. Rawls,225.149388,2019-08-18
J Rawls,The Liquid Crystal Project II,09,Capricorn's Reprise,J. Rawls,213.812245,2019-08-18
J Rawls,The Liquid Crystal Project II,03,Digital Funky,J. Rawls,220.760816,2019-08-18
J Rawls,The Liquid Crystal Project II,01,The Lead,J. Rawls,217.573878,2019-08-18
J Rawls,The Liquid Crystal Project II,10,Charlie Chop's Gem,J. Rawls,216.450612,2019-08-18
J Rawls,The Liquid Crystal Project II,15,We Fall Down,J. Rawls,224.914286,2019-08-18
J Rawls,The Liquid Crystal Project II,14,B's Gem,J. Rawls,258.977959,2019-08-18
J Rawls,The Liquid Crystal Project II,11,Retreat at Turnberry,J. Rawls,216.215510,2019-08-18
J Rawls,The Liquid Crystal Project II,18,A Tribute to Souls,J. Rawls,179.226122,2019-08-18
J Rawls,The Essence of Soul,11/15,What If,J.Rawls,222.594750,2019-08-18
J Rawls,The Essence of Soul,10/15,Ill Connect,J.Rawls,204.831458,2019-08-18
J Rawls,The Essence of Soul,04/15,Woman Enough(The Apology),J.Rawls,139.368625,2019-08-18
J Rawls,The Essence of Soul,15/15,Woman Enough(hidden),J.Rawls,206.215958,2019-08-18
J Rawls,The Essence of Soul,05/15,Soul(again&again),J.Rawls,243.440458,2019-08-18
J Rawls,The Essence of Soul,03/15,Pleasure Before Pain,J.Rawls,248.926167,2019-08-18
J Rawls,The Essence of Soul,09/15,Miss You (Bring It Back),J.Rawls,190.150667,2019-08-18
J Rawls,The Essence of Soul,06/15,"Inhale,Exhale",J.Rawls,277.582500,2019-08-18
J Rawls,The Essence of Soul,07/15,Questions,J.Rawls,270.215958,2019-08-18
J Rawls,The Essence of Soul,02/15,Smile Again,J.Rawls,318.229042,2019-08-18
J Rawls,The Essence of Soul,08/15,Inside of Me,J.Rawls,260.211083,2019-08-18
J Rawls,The Essence of Soul,12/15,This Can't Be Love,J.Rawls,235.629833,2019-08-18
J Rawls,The Essence of Soul,13/15,Bailar,J.Rawls,324.576792,2019-08-18
J Rawls,LCP 3.5,08,Stakes Still High (Feat. King Vada & P Blackk),The Liquid Crystal Project,226.693825,2019-08-18
J Rawls,LCP 3.5,03,Take it EZ (Feat. Copywrite),The Liquid Crystal Project,181.188525,2019-08-18
J Rawls,LCP 3.5,01,Ghetto (Feat. Barb Fant),The Liquid Crystal Project,184.793400,2019-08-18
J Rawls,LCP 3.5,02,Rock On (Feat. Balance of S.P.I.R.I.T.),The Liquid Crystal Project,243.699525,2019-08-18
J Rawls,LCP 3.5,05,Passport (Feat. Yaves Ellis & Keisha Soleil),The Liquid Crystal Project,235.784425,2019-08-18
J Rawls,LCP 3.5,15,Shining Bright (LCP Redux Instrumental),The Liquid Crystal Project,175.624425,2019-08-18
J Rawls,LCP 3.5,11,Take It EZ (Instrumental),The Liquid Crystal Project,181.188525,2019-08-18
J Rawls,LCP 3.5,13,The Application (Instrumental),The Liquid Crystal Project,277.188525,2019-08-18
J Rawls,LCP 3.5,12,Passport (Instrumental),The Liquid Crystal Project,235.706078,2019-08-18
J Rawls,LCP 3.5,09,Ghetto (Instrumental),The Liquid Crystal Project,184.793400,2019-08-18
J Rawls,LCP 3.5,07,The MC's Emcee (Feat. John Robinson & Maya Azucena (v1)),The Liquid Crystal Project,272.669325,2019-08-18
J Rawls,LCP 3.5,06,The Application (Feat. Tiffany Paige),The Liquid Crystal Project,277.110156,2019-08-18
J Rawls,LCP 3.5,04,The Reason (Dilla) (Feat. Dominique LaRue & Kim Joyce),The Liquid Crystal Project,233.485656,2019-08-18
J Rawls,LCP 3.5,14,Shining Bright (LCP Redux) (Feat. Opposites Attract),The Liquid Crystal Project,175.546078,2019-08-18
J Rawls,LCP 3.5,10,Rock On (Instrumental),The Liquid Crystal Project,240.799956,2019-08-18
,,,A Brighter Day (Sounguage Remix),Sounguage(ZDW!?),167.680000,2019-08-18
,,,Sounguage - Blue Night,Sounguage(ZDW!?),193.123265,2019-08-18
,,,Sounguage - Marin,Sounguage(ZDW!?),169.012245,2019-08-18
,,,スチャダラパー - 大人になっても (Sounguage Remix),Sounguage(ZDW!?),309.577143,2019-08-18
sounguage,Black Rainbow City,2/10,"Sounguage [feat. Senninsho ""T.o.t.b (Sounguage Mix)""]",sounguage,245.458141,2019-08-18
,,,Sounguage - I Like Smile Her (from art noise),Sounguage(ZDW!?),238.706939,2019-08-18
,,,Sounguage feat. NICCY - Kuroirocho (from Art Noise),Sounguage(ZDW!?),252.081633,2019-08-18
Phoniks,The Instrumentals: Volume 1,5,Sleep,Phoniks,163.448163,2019-08-18
Phoniks,The Instrumentals: Volume 1,9,Sunlight and Shadows,Phoniks,123.898776,2019-08-18
Phoniks,The Instrumentals: Volume 1,12,No Stress,Phoniks,196.623673,2019-08-18
Phoniks,"Make Beats, Don't Sleep",10,Rocketship - One Be Lo (Phoniks Remix),Phoniks,229.825306,2019-08-18
Phoniks,"Make Beats, Don't Sleep",5,Back In The Game - Wu-Tang Clan (Phoniks Remix),Phoniks,208.744490,2019-08-18
Phoniks,"Make Beats, Don't Sleep",3,2nd Childhood - Nas (Phoniks Remix),Phoniks,203.520000,2019-08-18
Phoniks,Shaolin Summer: The Remixes,5,Inspectah Deck - REC Room (Phoniks Remix),Phoniks,213.368163,2019-08-18
Phoniks,Shaolin Summer: The Remixes,1,Wu-Tang Clan - Uzi (Pinky Ring) (Phoniks Remix),Phoniks,239.307755,2019-08-18
Phoniks,Shaolin Summer: The Remixes,8,Ghostface Killah ft. Raekwon - Daytona 500 (Phoniks Remix),Phoniks,258.925714,2019-08-18
Phoniks,Shaolin Summer: The Remixes,10,Raekwon ft. Ghostface Killah - Criminology (Phoniks Remix),Phoniks,205.296327,2019-08-18
Phoniks,Shaolin Summer: The Remixes,7,Method Man - Say (Phoniks Remix),Phoniks,277.368163,2019-08-18
Phoniks,Summer Nights,8,"Black Moon - ""How Many Emcees"" (Phoniks Remix)",Phoniks,206.497959,2019-08-18
Phoniks,Summer Nights,4,"AZ - ""The Come Up"" (Phoniks Remix)",Phoniks,240.039184,2019-08-18
Phoniks,Summer Nights,3,"Jay-Z & Notorious BIG - ""Brooklyn's Finest pt. 2"" (Phoniks Remix)",Phoniks,201.665306,2019-08-18
Phoniks,Autumn in New York,5,Mic Geronimo - Masta IC (Phoniks Remix),Phoniks,240.039184,2019-08-18
Phoniks,Autumn in New York,8,The Fugees - Ready or Not (Phoniks Remix),Phoniks,245.368163,2019-08-18
Phoniks,Autumn in New York,2,Lord Finesse - Hip 2 Da Game (Phoniks Remix),Phoniks,250.462041,2019-08-18
Phoniks,Autumn in New York,7,The Artifacts - C'Mon Wit Da Git Down (Phoniks Remix),Phoniks,279.562449,2019-08-18
Phoniks,Autumn in New York,9,"Big Pun ft. Nas, Fat Joe, Raekwon & Jadakiss - John Blaze (Phoniks Remix)",Phoniks,278.752653,2019-08-18
Phoniks,Autumn in New York,3,Mos Def - Travellin' Man (Phoniks Remix),Phoniks,224.026122,2019-08-18
Phoniks,Autumn in New York,4,Biggie Smalls ft. Method Man - The What (Phoniks Sunday Remix),Phoniks,234.710204,2019-08-18
Phoniks,One Time 4 Ya Mind,7,Jay Z - Feelin It (Phoniks Remix),Phoniks,194.089796,2019-08-18
Phoniks,One Time 4 Ya Mind,3,A Tribe Called Quest - Stressed Out (Phoniks Remix),Phoniks,299.911837,2019-08-18
Phoniks,One Time 4 Ya Mind,5,A Tribe Called Quest - 1nce Again (Phoniks Remix),Phoniks,230.034286,2019-08-18
Phoniks,One Time 4 Ya Mind,8,Nas ft. AZ - Life's A Bitch (Phoniks Remix),Phoniks,197.407347,2019-08-18
Phoniks,One Time 4 Ya Mind,1,Biggie Smalls - Everyday Struggle (Phoniks Midnight Remix),Phoniks,213.368163,2019-08-18
Presto,Jazz Juice,05,Bring it live feat. LOWD,Presto,266.328000,2019-08-18
Various,Gems EP 1st Encounter,03/07,Strain of Stairs,DJ Ryow a.k.a. Smooth Current,184.855378,2019-08-18
Various,Gems EP 1st Encounter,01/07,Soul Believer,Shin-Ski of Martiangang,214.452067,2019-08-18
Various,Gems EP 1st Encounter,04/07,A Night At Savanna,Shin-Ski of Martiangang,162.011429,2019-08-18
Various,Gems EP 1st Encounter,02/07,Moondish Song,DJ Kou-G a.k.a. Grooveman Spot,145.906813,2019-08-18
Various,Gems EP 1st Encounter,06/07,Chit Chat Cut,Grooveman Spot A.K.A. DJ Kou-G,253.087188,2019-08-18
Various,Gems EP 1st Encounter,07/07,Taste of Supreme,Shin-Ski of Martiangang,195.643938,2019-08-18
Various,Gems EP 3rd Impact,06/07,Fool's Competition,Smooth Current,233.195102,2019-08-18
Various,Gems EP 3rd Impact,07/07,A Night At Sydney,Shin-Ski Of Martiangang,217.547755,2019-08-18
Various,Gems EP 3rd Impact,05/07,Hybrid Colors,Cradle,214.569796,2019-08-18
Various,Gems EP 3rd Impact,04/07,Fontaine De Levi,Levitatorz,237.087347,2019-08-18
Various,Gems EP 3rd Impact,02/07,What Makes The World Go Around,Shin-Ski Of Martiangang,205.061224,2019-08-18
Various,Gems EP 3rd Impact,03/07,Easy Does It,Cradle,116.871837,2019-08-18
Various,Gems EP 3rd Impact,01/07,True To The Game,Smooth Current,224.026122,2019-08-18
Various,Gems EP 2nd Contact,04,Scenery,Cradle,214.386939,2019-08-18
Various,Gems EP 2nd Contact,05,Grooveman's Soul Clappin',Grooveman Spot A.K.A. DJ Kou-G,197.877551,2019-08-18
Various,Gems EP 2nd Contact,03,Dim Lite Groove,Shin-Ski,195.657143,2019-08-18
Various,Gems EP 2nd Contact,06,A Night At Warsaw,Shin-Ski,164.832653,2019-08-18
Various,Gems EP 2nd Contact,02,Maina,Grooveman Spot A.K.A. DJ Kou-G,65.436735,2019-08-18
Various,Gems EP 2nd Contact,01,The Muzik,DJ Ryow a.k.a. Smooth Current,218.514286,2019-08-18
Various,Gems EP 2nd Contact,08,Pure Mathmatic,Levitatorz,194.899592,2019-08-18
The Unspoken Heard,Cosmology EP,04,It's About Time (It Costs $ To Practice Mix),The Unspoken Heard,206.393458,2019-08-18
The Unspoken Heard,Cosmology EP,02,Setting The Sun (Part2 Blue Light Mix),The Unspoken Heard,238.132211,2019-08-18
The Unspoken Heard,Cosmology EP,03,Nigga Like Me (It's So Easy Mix),The Unspoken Heard,212.584458,2019-08-18
The Unspoken Heard,Cosmology EP,01,Mid Atlantic (Ferris Dula Mix),The Unspoken Heard,178.808125,2019-08-18
Asheru And Blue Black Of The Unspoken Heard,48 Months,03,Nigga Like Me,Asheru And Blue Black Of The Unspoken Heard,220.697256,2019-08-18
Asheru And Blue Black Of The Unspoken Heard,48 Months,09,It's About Time,Asheru And Blue Black Of The Unspoken Heard,216.813938,2019-08-18
Asheru And Blue Black Of The Unspoken Heard,48 Months,15,"Smiley (The Woh, Woh Song) Soul Dub Version",Asheru And Blue Black Of The Unspoken Heard,359.532189,2019-08-18
Asheru And Blue Black Of The Unspoken Heard,48 Months,02,Better,Asheru And Blue Black Of The Unspoken Heard,337.326938,2019-08-18
Asheru And Blue Black Of The Unspoken Heard,48 Months,06,Trackrunners,Asheru And Blue Black Of The Unspoken Heard,432.846000,2019-08-18
Asheru And Blue Black Of The Unspoken Heard,48 Months,11,Soul Jamboree,Asheru And Blue Black Of The Unspoken Heard,114.231938,2019-08-18
Asheru And Blue Black Of The Unspoken Heard,48 Months,07,The Music,Asheru And Blue Black Of The Unspoken Heard,256.976256,2019-08-18
Asheru And Blue Black Of The Unspoken Heard,48 Months,01,Mid Atlantic,Asheru And Blue Black Of The Unspoken Heard,185.043756,2019-08-18
Asheru And Blue Black Of The Unspoken Heard,48 Months,04,Setting Sun,Asheru And Blue Black Of The Unspoken Heard,247.880438,2019-08-18
Asheru And Blue Black Of The Unspoken Heard,B.M.I.G.,05,Soon Come (Koolade Remix),Asheru And Blue Black Of The Unspoken Heard,222.693878,2019-08-18
Asheru And Blue Black Of The Unspoken Heard,B.M.I.G.,02,Is This What You Want?,Asheru And Blue Black Of The Unspoken Heard,252.055500,2019-08-18
,Soon Come...,7,Soul,Asheru & Blue Black,227.735525,2019-08-18
,Soon Come...,12,Soon Come,Asheru & Blue Black,261.198375,2019-08-18
,Soon Come...,6,Theme Music,Asheru & Blue Black,230.347775,2019-08-18
,Soon Come...,13,Think About,Asheru & Blue Black,316.813075,2019-08-18
,Soon Come...,11,Smiley,Asheru & Blue Black,302.027750,2019-08-18
,Soon Come...,2,Meals To Dinner Time Prelude,Asheru & Blue Black,164.310200,2019-08-18
,Soon Come...,8,This Is Me,Asheru & Blue Black,338.076750,2019-08-18
,Soon Come...,10,Dear You,Asheru & Blue Black,210.729800,2019-08-18
,Soon Come...,4,Live At Home,Asheru & Blue Black,325.067750,2019-08-18
,Soon Come...,3,Truly Unique,Asheru & Blue Black,207.621225,2019-08-18
,Soon Come...,9,Jamboree,Asheru & Blue Black,356.937150,2019-08-18
,Soon Come...,14,Elevator Music,Asheru & Blue Black,371.043275,2019-08-18
,Soon Come...,5,B-Boy,Asheru & Blue Black,334.262875,2019-08-18
,Liberalism,11,Wanted U Down,Himuki,220.551837,2019-08-18
,Liberalism,12,Raw Deal (Shin-Ski Remix),Himuki,259.082449,2019-08-18
The Mountain Brothers,Self: Volume 1,02,Galaxies: The Next Level,Mountain Brothers,312.101044,2019-08-18
The Mountain Brothers,Self: Volume 1,15,Days of Being Dumb,Mountain Brothers,211.106500,2019-08-18
The Mountain Brothers,Self: Volume 1,03,Brand Names,Mountain Brothers,114.859625,2019-08-18
The Mountain Brothers,Self: Volume 1,08,Paperchase,Mountain Brothers,262.777589,2019-08-18
,,,Life of a Fool,Marcus D,89.208163,2019-08-18
Marcus D,She Loves Me Not (2008),01,She Loves Me Not (2008),Marcus D,214.569796,2019-08-18
,,,Greater Purpose ft. Cise Star,Marcus D,255.817143,2019-08-18
,,,Fresh Preserves ft. Substantial,Marcus D,238.341224,2019-08-18
,,,I'm Here Ft. Gods'Illa & Kokayi,Bop Alloy,271.516735,2019-08-18
Marcus D,Luv Sic Pt. 3 (Marcus D Remix) - Shing02,01,Luv Sic Pt. 3 (Marcus D Remix) - Shing02,Marcus D,390.243265,2019-08-18
,,,Bop Alloy (Substantial & Marcus D) U Were There (Remix) Ft. JsouL,Bop Alloy,268.251429,2019-08-18
Marcus D,Simply Complex,6,Intervention ft. Justis & Reks,Marcus D,192.391837,2019-08-18
Marcus D,Simply Complex,10,The Gospel ft. Planet Asia & Nightclubber Lang,Marcus D,183.170612,2019-08-18
Marcus D,Simply Complex,7,Live Better ft. Saigon & Choklate,Marcus D,225.044898,2019-08-18
Marcus D,Simply Complex,12,Know Me ft. Planet Asia,Marcus D,235.258776,2019-08-18
Marcus D,Simply Complex,1,Back to the Roots ft. Del the Funky Homosapien,Marcus D,179.147755,2019-08-18
Marcus D,Simply Complex,14,Best in Show (Drinks All Around) ft. Skyzoo & Larue,Marcus D,220.186122,2019-08-18
Marcus D,Simply Complex,11,Atonement ft. Prometheus Brown & Vitamin D,Marcus D,232.411429,2019-08-18
Marcus D,Terraluna,08,Starfall,Marcus D,143.360000,2019-08-18
Marcus D,Pink Lemonade,4,Mantra,Marcus D,240.039184,2019-08-18
Marcus D,Pink Lemonade,2,Pink Lemonade (Interlude),Marcus D,134.008163,2019-08-18
Marcus D,Pink Lemonade,5,Blue Jazz,Marcus D,266.083265,2019-08-18
Marcus D,Pink Lemonade,1,Azure Dream,Marcus D,213.368163,2019-08-18
Marcus D,Pink Lemonade,7,Like Home (Interlude),Marcus D,133.746939,2019-08-18
Marcus D,Pink Lemonade,3,Elevator ft. Art,Marcus D,278.230204,2019-08-18
Marcus D,The Lone Wolf LP,11,musicalpeace,Marcus D,251.193469,2019-08-18
Marcus D,The Lone Wolf LP,05,Midnight Notes ft. Looth,Marcus D,249.208163,2019-08-18
Marcus D,The Lone Wolf LP,13,Rhapsody of Time,Marcus D,292.571429,2019-08-18
Marcus D,The Lone Wolf LP,12/16,Earth Angel ft. Cise Star,Marcus D,256.783673,2019-08-18
Marcus D,The Lone Wolf LP,06,Keep Runnin' ft. Fearce Vill,Marcus D,220.133878,2019-08-18
Marcus D,The Lone Wolf LP,10,Blank Canvas ft. Substantial,Marcus D,286.850612,2019-08-18
Marcus D,The Lone Wolf LP,04/16,Trophy ft. Blu,Marcus D,249.704490,2019-08-18
Marcus D,The Lone Wolf LP,16/16,Wax ft. MIDICRONICA,Marcus D,281.364898,2019-08-18
Marcus D,The Lone Wolf LP,02,Dionysus ft. Cise Star,Marcus D,203.415510,2019-08-18
Marcus D,Revival of the Fittest (JPN),01,Day in the Life Ft. Substantial,Marcus D,260.832653,2019-08-18
Marcus D,Revival of the Fittest (JPN),12,City Lights,Marcus D,215.275102,2019-08-18
Marcus D,Revival of the Fittest (JPN),15,Until Next Time,Marcus D,228.388571,2019-08-18
Marcus D,Revival of the Fittest (JPN),10,I Remember,Marcus D,267.964082,2019-08-18
Marcus D,Revival of the Fittest (JPN),08,Constellations Ft. Justis,Marcus D,175.542857,2019-08-18
Various Artists,The Cool vol. 2: The Art of Boom Bap Jazz,06,Beach Daze,tkdwn,129.619592,2019-08-18
Various Artists,The Cool vol. 2: The Art of Boom Bap Jazz,14,Watercolor Skies ft. Gerson Zaragoza,Marcus D,230.217143,2019-08-18
Various Artists,The Cool vol. 2: The Art of Boom Bap Jazz,11,Cosmos ft. Bashwon,Marcus D,196.127347,2019-08-18
Various Artists,The Cool vol. 2: The Art of Boom Bap Jazz,03,Gateway,BeanOne,110.968163,2019-08-18
Various Artists,The Cool vol. 2: The Art of Boom Bap Jazz,05,Like Dat,WIZDUMB,202.161633,2019-08-18
Various Artists,The Cool vol. 2: The Art of Boom Bap Jazz,01,So Smoov ft. Art,Madwreck,173.244082,2019-08-18
Various Artists,The Cool vol. 2: The Art of Boom Bap Jazz,13,Fallin in Love ft. Pismo,Marcus D,197.982041,2019-08-18
Various Artists,The Cool vol. 2: The Art of Boom Bap Jazz,04,Dreamland ft. Cise Starr & Fayya,14?,268.930612,2019-08-18
Marcus D,Melancholy Hopeful,11,Street's Lament ft. Luck One,Marcus D,236.878367,2019-08-18
Marcus D,Melancholy Hopeful,14,Distant Worlds ft. Awon,Marcus D,220.891429,2019-08-18
Marcus D,Melancholy Hopeful,2,Third Person ft. One Be Lo,Marcus D,234.919184,2019-08-18
Marcus D,Melancholy Hopeful,1,Don't Hold Ya Breath ft. Funky DL,Marcus D,263.183673,2019-08-18
Marcus D,Melancholy Hopeful,13,Universal Language ft. Substantial & Steph,Marcus D,296.489796,2019-08-18
Marcus D,Melancholy Hopeful,17,Pain & Possibility,Marcus D,185.391020,2019-08-18
Marcus D,Melancholy Hopeful,12,Misanthropy,Marcus D,204.512653,2019-08-18
Marcus D,Melancholy Hopeful,5,Titania,Marcus D,243.121633,2019-08-18
Marcus D,Melancholy Hopeful,16,"Night on the Town ft. Cise Star, Substantial & Funky DL",Marcus D,281.756756,2019-08-18
Marcus D,Melancholy Hopeful,6,All Around the World ft. Larue & Steph,Marcus D,256.496327,2019-08-18
Marcus D,Melancholy Hopeful,15,Inasense,Marcus D,229.198367,2019-08-18
La & Marcus D,The Golden Gun EP (Deluxe),4,Golden Gun,La & Marcus D,213.707755,2019-08-18
La & Marcus D,The Golden Gun EP (Deluxe),2,Demi Moore Freestyle,La & Marcus D,241.423673,2019-08-18
La & Marcus D,The Golden Gun EP (Deluxe),3,A-List,La & Marcus D,249.991837,2019-08-18
La & Marcus D,The Golden Gun EP (Deluxe),5,We Can Make it,La & Marcus D,245.263673,2019-08-18
La & Marcus D,The Golden Gun EP (Deluxe),1,Are U Out There,La & Marcus D,172.747755,2019-08-18
Marcus D,Melancholy Prequel,06,Effervescence,Marcus D,263.288163,2019-08-18
Marcus D,Melancholy Prequel,5,Bebop Improviso,Marcus D,260.101224,2019-08-18
Marcus D,Melancholy Prequel,03,Dedicated to You (My Love),Marcus D,262.112653,2019-08-18
Marcus D,Melancholy Prequel,10,Apparition in the Night,Marcus D,258.481667,2019-08-18
Marcus D,Melancholy Prequel,07,Morning Light,Marcus D,264.176327,2019-08-18
Marcus D,Melancholy Prequel,9,Tengu,Marcus D,234.788571,2019-08-18
Marcus D,Melancholy Prequel,02,Lost Memories,Marcus D,250.540408,2019-08-18
Marcus D,Melancholy Prequel,01,Mind's End,Marcus D,223.555918,2019-08-18
Marcus D,Melancholy Prequel,08,Dollar & A Dream,Marcus D,221.857959,2019-08-18
Marcus D & nitsua,Epoch,02,Marcus D - Finding Self,Marcus D & nitsua,240.352653,2019-08-18
Marcus D & nitsua,Epoch,04,Marcus D - Silent Anthem,Marcus D & nitsua,237.270204,2019-08-18
Marcus D & nitsua,Epoch,03,Marcus D - Mystique,Marcus D & nitsua,255.529796,2019-08-18
Marcus D,Revival of the Fittest (US),4,Open Ft. Tekneek & Uno,Marcus D,251.193469,2019-08-18
Marcus D,Revival of the Fittest (US),14,"Hypnotized Ft. LaRue, Nate Vibez, & LDUB",Marcus D,274.599184,2019-08-18
Marcus D,Revival of the Fittest (US),13,Smile Ft. Life the Guardian,Marcus D,290.873469,2019-08-18
Marcus D,Revival of the Fittest (US),3,"Revival of the Fittest Ft. Substantial, LaRue & Tekneek",Marcus D,250.070204,2019-08-18
Marcus D,Revival of the Fittest (US),12,Love for the People Ft. ALife & Geologic,Marcus D,259.422041,2019-08-18
Marcus D,Revival of the Fittest (US),11,Midnight Train Ft. Braille & Johnny Concrete,Marcus D,231.392653,2019-08-18
Marcus D,Revival of the Fittest (US),16,Enjoy Yourself,Marcus D,290.324898,2019-08-18
,,,Life in Emotions,Joseph Jacobs,254.184000,2019-08-18
,,,pillow talk,Jeff kaale,212.035918,2019-08-18
Jeff kaale,Jeff x Engelwood,3,chimes,Jeff kaale,124.029388,2019-08-18
Jeff kaale,Jeff x Engelwood,5,laid back,Jeff kaale,46.550204,2019-08-18
,,,lonely but okay,Jeff kaale,120.032653,2019-08-18
,,,One for Jun,Jeff kaale,141.348571,2019-08-18
Mark Farina,Mushroom Jazz 8,03,Duke,Dj Spinna,215.510204,2019-08-18
Mark Farina,Mushroom Jazz 8,19,Blue (Extended),The Deli,259.082425,2019-08-18
Mark Farina,Mushroom Jazz 8,01,Crawfish & Chips,QSTN,196.493061,2019-08-18
Mark Farina,Mushroom Jazz 8,08,Chalkboard,Jazzual Suspects,236.486531,2019-08-18
Mark Farina,Mushroom Jazz 8,21,"I Still Don't, Pt. II",Larry de Kat,168.019592,2019-08-18
Mark Farina,Mushroom Jazz 8,11,Focus Point,Fredfades & Eikrem,187.480816,2019-08-18
Mark Farina,Mushroom Jazz 8,05,Hear It From You (feat. Lauren Santiago),Freddie Joachim,266.527347,2019-08-18
Mark Farina,Mushroom Jazz 8,10,Night Light,PH-Wert,231.497143,2019-08-18
Mark Farina,Mushroom Jazz 8,04,Rain Drops,Freddie Joachim,242.494694,2019-08-18
Mark Farina,Mushroom Jazz 8,16,Body Boogie,Sunner Soul,310.517551,2019-08-18
Mark Farina,Mushroom Jazz 8,02,Best Believe,Emapea,216.502857,2019-08-18
Mark Farina,Mushroom Jazz 8,14,Bright Lights (Instrumental Version) [feat. Andre Espeut & Bnc],George Kelly,226.481633,2019-08-18
Mark Farina,Mushroom Jazz 8,06,Strictly Business,The Slipmat Brothers,235.520000,2019-08-18
Mark Farina,Mushroom Jazz 8,15,Economy of Movement,The Slipmat Brothers,220.499592,2019-08-18
Mark Farina,Mushroom Jazz 8,13,Orange,Emapea,179.487347,2019-08-18
